date,open,high,low,close,adj_close,volume
2020-06-12,393.33,394.43,376.47,381.87,365.84,1788100
2020-06-11,392.69,397.31,383.57,383.88,367.77,1698800
2020-06-10,406.50,409.10,403.45,403.77,386.82,1188200
2020-06-09,410.53,411.94,407.00,408.56,391.41,1188400
2020-06-08,415.00,417.62,411.75,414.30,396.91,1294600
2020-06-05,410.00,416.00,406.45,410.75,393.51,1702500
2020-06-04,401.78,404.87,399.00,403.67,386.73,1261700
2020-06-03,393.65,403.60,392.59,402.63,385.73,1382200
2020-06-02,388.64,393.23,386.99,389.77,373.41,1404700
2020-06-01,388.94,394.00,387.31,388.96,372.64,1090300
2020-05-29,396.04,396.24,384.77,388.44,372.14,1733800
2020-05-28,401.46,404.26,398.16,398.44,379.42,1487900
2020-05-27,376.78,397.12,376.58,397.12,378.16,1986900
2020-05-26,376.95,376.95,370.57,372.20,354.43,1596100
2020-05-22,369.86,370.16,365.62,369.00,351.38,752600
2020-05-21,362.69,370.03,362.60,368.82,351.21,1179100
2020-05-20,372.44,374.00,362.11,362.51,345.20,1880500
2020-05-19,378.07,382.46,371.24,371.48,353.75,1087100
2020-05-18,371.21,380.49,366.02,377.54,359.52,1879700
2020-05-15,352.53,361.51,352.32,360.40,343.19,1854500
2020-05-14,360.99,361.54,352.26,356.28,339.27,1776400
2020-05-13,371.28,372.46,362.01,364.18,346.79,1287400
2020-05-12,378.00,382.44,371.03,371.11,353.39,1447700
2020-05-11,375.00,379.50,374.14,376.56,358.58,1287800
2020-05-08,378.03,381.13,376.25,378.40,360.34,1130400
2020-05-07,383.01,384.13,376.00,376.54,358.56,1462000
2020-05-06,390.89,390.89,378.41,378.58,360.51,1089800
2020-05-05,382.41,392.78,381.59,390.30,371.67,1270900
2020-05-04,382.02,382.97,374.13,380.16,362.01,1077900
2020-05-01,385.64,387.41,381.09,383.47,365.16,911600
2020-04-30,383.10,391.44,380.44,389.06,370.49,1343300
2020-04-29,388.16,393.51,379.50,387.91,369.39,1500400
2020-04-28,381.86,387.83,380.42,384.73,366.36,1313900
2020-04-27,383.91,384.04,378.00,378.57,360.50,1457400
2020-04-24,378.72,384.06,372.98,381.77,363.54,1029200
2020-04-23,382.75,384.87,376.19,376.73,358.75,1164400
2020-04-22,383.49,383.94,375.33,380.40,362.24,1188400
2020-04-21,383.01,392.54,371.01,373.44,355.61,2042000
2020-04-20,394.08,399.97,383.21,383.21,364.92,1487200
2020-04-17,387.42,402.45,384.83,401.51,382.34,1768400
2020-04-16,373.61,381.30,372.50,377.88,359.84,1568400
2020-04-15,376.75,376.75,367.36,374.38,356.51,1251500
2020-04-14,378.29,386.58,374.55,380.03,361.89,1653400
2020-04-13,370.95,373.99,365.71,369.94,352.28,1237200
2020-04-09,369.74,376.33,363.52,371.00,353.29,1629400
2020-04-08,361.37,372.65,358.59,361.41,344.16,1447700
2020-04-07,380.50,381.90,354.05,355.28,338.32,2101500
2020-04-06,361.91,369.95,361.91,367.95,350.38,2525400
2020-04-03,352.00,355.84,349.61,350.50,333.77,2113200
2020-04-02,335.25,354.00,334.55,353.96,337.06,1896200
2020-04-01,324.83,340.99,322.01,338.52,322.36,2082300
2020-03-31,344.81,346.92,336.24,338.95,322.77,2169300
2020-03-30,351.49,356.48,342.28,348.85,332.20,1756300
2020-03-27,339.99,365.09,335.01,348.38,331.75,3562800
2020-03-26,326.00,352.10,324.01,350.33,333.61,2680900
2020-03-25,300.62,329.82,293.61,319.67,304.41,2950100
2020-03-24,287.97,294.99,280.24,288.91,275.12,3088400
2020-03-23,285.00,287.06,266.11,276.80,263.59,3172100
2020-03-20,314.20,315.84,288.21,291.22,277.32,3040100
2020-03-19,333.41,334.10,311.21,314.20,299.20,2836700
2020-03-18,296.92,339.23,296.04,333.41,317.49,3589400
2020-03-17,293.00,319.47,287.15,318.83,303.61,2626200
2020-03-16,295.01,311.56,285.00,287.94,274.19,2351500
2020-03-13,327.33,329.16,303.10,328.59,312.90,3877800
2020-03-12,322.00,339.42,310.08,311.38,296.52,3892600
2020-03-11,356.57,365.89,349.79,356.93,339.89,1950800
2020-03-10,363.01,367.67,350.60,367.17,349.64,2505600
2020-03-09,359.98,369.47,351.27,352.03,335.22,3086700
2020-03-06,372.09,384.95,368.46,382.47,364.21,2161000
2020-03-05,393.92,397.85,382.22,384.70,366.33,1967200
2020-03-04,385.42,402.96,383.19,402.03,382.84,2025800
2020-03-03,384.84,396.90,376.59,377.40,359.38,2531400
2020-03-02,371.35,383.10,360.57,381.35,363.14,2859900
2020-02-28,369.86,373.82,360.34,369.87,352.21,3363800
2020-02-27,393.52,399.01,384.33,384.60,363.95,1894100
2020-02-26,400.31,410.52,399.34,400.90,379.38,1678000
2020-02-25,420.10,421.73,397.53,400.36,378.87,1600100
2020-02-24,419.65,424.20,418.10,419.35,396.84,1117800
2020-02-21,425.12,428.72,422.66,427.80,404.84,1055500
2020-02-20,433.63,434.99,424.16,425.97,403.10,1190600
2020-02-19,437.00,438.27,434.40,434.48,411.16,787200
2020-02-18,437.00,438.95,434.01,435.55,412.17,776100
2020-02-14,434.98,438.47,434.31,437.85,414.35,948600
2020-02-13,435.80,439.29,434.30,434.70,411.36,800200
2020-02-12,439.01,439.69,434.60,436.60,413.16,1419200
2020-02-11,441.36,442.53,437.47,439.85,416.24,744600
2020-02-10,439.00,441.52,437.82,439.76,416.15,870400
2020-02-07,438.14,441.21,437.29,439.17,415.59,883800
2020-02-06,435.56,439.86,434.91,438.97,415.41,833500
2020-02-05,433.32,435.92,429.02,435.19,411.83,1251800
2020-02-04,425.46,431.99,425.46,430.78,407.66,1216300
2020-02-03,429.52,430.00,422.04,423.86,401.11,1795800
2020-01-31,434.93,435.57,426.10,428.12,405.14,1650100
2020-01-30,430.34,437.00,430.34,435.90,412.50,1210200
2020-01-29,437.72,437.99,431.02,433.84,410.55,1268500
2020-01-28,434.77,438.99,426.27,437.17,413.70,2063200
2020-01-27,425.86,434.45,425.86,432.38,409.17,1737900
2020-01-24,429.90,433.52,429.69,432.50,409.28,1086700
2020-01-23,424.06,429.56,424.00,428.78,405.76,978400
2020-01-22,427.50,428.50,424.36,424.42,401.64,918700
2020-01-21,424.42,427.78,423.01,426.15,403.27,1071400
2020-01-17,426.61,427.54,424.50,425.66,402.81,1195600
2020-01-16,423.13,425.74,420.67,425.70,402.85,1085200
2020-01-15,416.42,421.48,416.14,420.95,398.35,833000
2020-01-14,417.59,418.27,415.07,416.14,393.80,967200
2020-01-13,414.94,420.96,414.66,419.02,396.53,986800
2020-01-10,415.00,415.60,412.48,413.83,391.62,987800
2020-01-09,410.49,416.00,410.00,414.93,392.66,1064300
2020-01-08,417.06,418.18,409.72,411.03,388.97,1708100
2020-01-07,411.25,416.12,408.29,414.50,392.25,1059900
2020-01-06,417.99,417.99,407.69,413.11,390.93,2477800
2020-01-03,404.02,417.17,403.00,413.74,391.53,2990100
2020-01-02,392.86,399.37,390.95,399.37,377.93,1258400
2019-12-31,391.75,391.98,387.07,389.38,368.48,775400
2019-12-30,393.65,393.76,390.87,391.90,370.86,776900
2019-12-27,393.99,394.50,391.94,393.60,372.47,728800
2019-12-26,390.90,392.45,390.48,392.30,371.24,711600
2019-12-24,392.35,392.35,389.53,390.17,369.23,516300
2019-12-23,387.66,394.69,387.59,391.90,370.86,1050400
2019-12-20,385.03,386.64,383.00,386.47,365.72,1599600
2019-12-19,380.99,384.68,380.23,383.15,362.58,766300
2019-12-18,387.40,387.64,379.66,380.57,360.14,1526000
2019-12-17,385.00,388.00,385.00,386.89,366.12,730000
2019-12-16,387.90,388.35,384.05,385.95,365.23,847500
2019-12-13,384.00,387.78,384.00,386.47,365.72,658000
2019-12-12,386.00,387.79,383.45,384.05,363.43,736100
2019-12-11,385.51,386.61,384.03,386.24,365.51,578900
2019-12-10,383.50,386.77,383.25,384.44,363.80,862100
2019-12-09,386.22,387.42,383.23,383.34,362.76,821600
2019-12-06,387.17,388.90,385.10,386.86,366.09,709600
2019-12-05,386.06,386.50,383.01,385.94,365.22,1203700
2019-12-04,383.53,387.95,382.28,384.58,363.94,1081100
2019-12-03,381.43,384.64,380.14,381.62,361.13,1384300
2019-12-02,390.71,391.53,383.44,383.62,363.03,1283400
2019-11-29,392.00,392.20,390.04,391.03,370.04,401500
2019-11-27,393.63,394.48,391.62,394.24,370.81,770300
2019-11-26,390.60,395.95,389.98,392.50,369.17,1206600
2019-11-25,391.60,393.10,387.49,389.98,366.80,801400
2019-11-22,390.19,391.39,387.82,390.74,367.51,758600
2019-11-21,390.86,392.25,389.32,390.26,367.06,1416900
2019-11-20,391.06,393.54,390.25,392.70,369.36,907700
2019-11-19,394.00,395.82,390.53,390.81,367.58,800300
2019-11-18,393.00,395.68,391.95,392.76,369.41,827700
2019-11-15,392.27,394.49,390.28,393.55,370.16,1533600
2019-11-14,387.28,392.30,387.28,390.16,366.97,915600
2019-11-13,385.94,390.52,385.09,387.69,364.64,956100
2019-11-12,381.56,387.50,381.56,386.30,363.34,910700
2019-11-11,379.51,383.41,379.31,381.38,358.71,580500
2019-11-08,377.60,382.88,377.60,381.86,359.16,783500
2019-11-07,380.34,382.74,377.91,378.75,356.24,1157200
2019-11-06,374.49,379.93,374.03,379.79,357.21,1505800
2019-11-05,374.06,375.77,371.31,373.63,351.42,1364200
2019-11-04,379.93,380.78,372.18,374.48,352.22,1117500
2019-11-01,378.11,380.95,376.94,379.17,356.63,915600
2019-10-31,377.92,380.18,375.26,376.68,354.29,911800
2019-10-30,373.22,378.99,371.47,378.64,356.13,1064900
2019-10-29,371.65,375.25,370.04,371.10,349.04,1298500
2019-10-28,371.39,375.45,370.12,371.84,349.74,1321700
2019-10-25,374.38,374.89,369.54,370.73,348.69,1173500
2019-10-24,373.76,377.46,372.00,374.74,352.46,1126900
2019-10-23,373.78,374.99,368.73,373.09,350.91,1279700
2019-10-22,363.00,377.50,363.00,373.68,351.47,2567200
2019-10-21,374.01,375.89,372.73,374.05,351.82,1160000
2019-10-18,376.72,377.71,368.00,372.48,350.34,1935600
2019-10-17,383.55,384.21,376.29,377.06,354.65,1004600
2019-10-16,382.39,384.39,380.23,382.84,360.08,851300
2019-10-15,383.69,385.70,382.07,382.75,360.00,835300
2019-10-14,382.77,385.37,381.39,382.61,359.87,622300
2019-10-11,389.79,390.73,381.25,381.47,358.79,1327000
2019-10-10,383.99,388.51,383.20,386.88,363.88,690200
2019-10-09,384.83,386.33,382.50,384.61,361.75,712000
2019-10-08,381.06,385.80,379.29,382.12,359.41,1001300
2019-10-07,385.01,386.68,382.69,383.78,360.97,850100
2019-10-04,380.21,385.24,379.49,384.95,362.07,762200
2019-10-03,378.87,381.19,374.33,380.06,357.47,849800
2019-10-02,382.74,383.06,374.07,378.16,355.68,1759000
2019-10-01,391.43,392.48,383.89,384.19,361.35,1240000
2019-09-30,388.56,393.82,388.42,390.06,366.87,1293200
2019-09-27,395.94,395.95,386.43,387.87,364.81,751800
2019-09-26,391.25,394.64,388.93,392.92,369.56,875400
2019-09-25,390.58,390.90,387.71,390.43,367.22,1336400
2019-09-24,390.00,392.99,387.21,389.17,366.04,1162400
2019-09-23,388.07,390.06,386.11,387.67,364.63,1132200
2019-09-20,394.49,395.44,388.05,388.25,365.17,2106700
2019-09-19,397.14,398.50,393.03,393.43,370.04,1044400
2019-09-18,394.78,397.23,391.55,397.04,373.44,780300
2019-09-17,392.47,399.96,388.43,393.98,370.56,975800
2019-09-16,388.90,394.60,386.89,392.66,369.32,1689900
2019-09-13,387.77,387.77,383.60,384.86,361.98,898600
2019-09-12,384.49,388.51,383.27,386.63,363.65,855100
2019-09-11,381.20,385.80,380.06,381.55,358.87,1125300
2019-09-10,377.29,381.32,370.46,381.32,358.65,1297600
2019-09-09,387.95,388.29,380.04,380.21,357.61,1146900
2019-09-06,387.28,388.45,385.81,386.56,363.58,701100
2019-09-05,390.48,393.43,384.98,385.15,362.26,941500
2019-09-04,387.31,389.70,385.90,389.08,365.95,792200
2019-09-03,380.99,385.18,379.79,384.69,361.82,891700
2019-08-30,383.25,384.74,381.51,384.11,361.28,760700
2019-08-29,384.53,385.78,380.80,384.43,359.51,1063500
2019-08-28,379.04,383.00,376.77,380.97,356.27,820500
2019-08-27,381.75,382.21,377.25,379.99,355.36,760300
2019-08-26,380.00,380.56,375.50,380.32,355.67,688100
2019-08-23,385.28,386.93,374.61,376.89,352.46,1392700
2019-08-22,383.00,386.65,380.72,385.88,360.87,742600
2019-08-21,384.00,384.28,379.29,383.00,358.17,791500
2019-08-20,380.50,384.10,379.50,381.75,357.00,920600
2019-08-19,379.75,381.68,378.52,380.47,355.81,799900
2019-08-16,376.10,378.34,373.37,377.00,352.56,821400
2019-08-15,369.15,374.57,367.17,373.46,349.25,1066900
2019-08-14,376.00,376.00,367.36,368.94,345.02,1469100
2019-08-13,377.99,381.51,375.28,377.22,352.77,1054900
2019-08-12,375.00,378.05,373.60,377.00,352.56,706100
2019-08-09,376.10,379.36,373.33,377.01,352.57,872000
2019-08-08,370.01,378.40,370.01,377.17,352.72,1185800
2019-08-07,364.02,370.93,362.02,369.30,345.36,1243000
2019-08-06,361.28,366.89,358.84,366.78,343.00,1124900
2019-08-05,356.55,361.10,353.97,358.43,335.19,1464600
2019-08-02,364.13,364.31,359.49,361.91,338.45,836300
2019-08-01,361.72,367.34,359.19,363.09,339.55,1220300
2019-07-31,365.91,368.71,359.29,362.17,338.69,1037100
2019-07-30,368.63,370.67,365.33,365.99,342.26,699400
2019-07-29,369.41,370.11,367.95,369.62,345.66,659200
2019-07-26,369.61,370.71,367.78,369.46,345.51,791300
2019-07-25,368.76,372.71,367.15,370.32,346.31,1143300
2019-07-24,358.20,368.99,358.00,368.90,344.99,1900400
2019-07-23,363.00,363.00,350.81,357.80,334.61,2343900
2019-07-22,357.44,358.47,355.56,357.63,334.45,1144700
2019-07-19,357.64,359.10,355.85,356.96,333.82,1463300
2019-07-18,358.29,358.38,352.79,356.21,333.12,1704900
2019-07-17,365.35,365.47,357.85,358.47,335.23,1867000
2019-07-16,368.00,368.42,365.16,365.35,341.67,1027100
2019-07-15,369.84,370.01,366.90,367.69,343.85,1010700
2019-07-12,369.20,369.51,366.83,369.45,345.50,1148700
2019-07-11,368.16,369.38,366.21,368.23,344.36,1358000
2019-07-10,370.00,373.37,367.84,368.16,344.29,818700
2019-07-09,367.75,370.25,366.10,369.73,345.76,651000
2019-07-08,368.54,369.92,366.78,369.18,345.25,646600
2019-07-05,369.88,370.83,366.67,369.92,345.94,716900
2019-07-03,367.94,370.47,365.35,370.38,346.37,742100
2019-07-02,361.58,367.57,361.07,367.57,343.74,1052800
2019-07-01,365.41,366.77,361.05,361.47,338.04,1003900
2019-06-28,359.48,363.75,357.67,363.54,339.97,1369600
2019-06-27,359.93,360.52,357.26,359.09,335.81,826500
2019-06-26,361.64,362.00,357.00,359.50,336.20,977700
2019-06-25,360.00,362.80,359.74,360.56,337.19,1168900
2019-06-24,360.44,362.88,359.74,359.98,336.64,1766700
2019-06-21,362.23,362.74,357.57,359.36,336.06,1544700
2019-06-20,357.77,363.33,357.71,362.80,339.28,1048800
2019-06-19,353.76,356.55,353.19,355.73,332.67,816500
2019-06-18,349.49,354.28,348.39,353.52,330.60,826400
2019-06-17,351.22,352.41,346.76,348.69,326.09,904200
2019-06-14,349.08,352.46,348.44,350.14,327.44,1059400
2019-06-13,347.58,349.71,344.40,349.08,326.45,1203900
2019-06-12,344.23,346.14,342.32,345.51,323.11,1131900
2019-06-11,352.01,352.55,340.87,344.04,321.74,1684300
2019-06-10,357.97,358.63,350.73,351.60,328.81,1356200
2019-06-07,353.45,356.15,352.40,355.23,332.20,1125800
2019-06-06,353.37,354.34,350.15,352.52,329.67,1149800
2019-06-05,349.99,352.86,348.51,352.70,329.84,1750500
2019-06-04,345.88,349.68,345.88,349.35,326.70,1573300
2019-06-03,338.08,344.78,337.90,344.57,322.23,1345100
2019-05-31,337.59,341.14,337.49,338.54,316.59,1024000
2019-05-30,340.00,343.48,339.75,341.96,317.74,859100
2019-05-29,336.78,340.36,335.28,339.34,315.30,1184400
2019-05-28,338.96,341.28,337.10,337.89,313.95,3559400
2019-05-24,340.67,341.62,337.27,338.78,314.78,1293100
2019-05-23,339.72,341.44,336.08,340.07,315.98,1461200
2019-05-22,343.29,343.29,339.88,341.30,317.12,1049300
2019-05-21,343.60,344.80,339.50,343.95,319.58,1097800
2019-05-20,337.24,344.29,337.24,342.01,317.78,1388200
2019-05-17,336.46,340.95,336.46,337.99,314.05,1268400
2019-05-16,335.92,339.65,334.85,339.39,315.35,1092100
2019-05-15,335.29,335.71,329.93,334.15,310.48,1127000
2019-05-14,336.01,340.92,334.75,336.17,312.36,1171600
2019-05-13,335.25,339.75,333.20,335.37,311.61,1504000
2019-05-10,337.41,341.62,335.27,341.35,317.17,1204900
2019-05-09,334.00,340.33,331.94,339.36,315.32,1496500
2019-05-08,330.90,336.88,330.35,334.18,310.51,1083800
2019-05-07,334.74,334.74,328.84,330.90,307.46,1176400
2019-05-06,330.50,336.53,330.17,335.72,311.94,812800
2019-05-03,333.58,335.64,331.20,334.07,310.40,806700
2019-05-02,332.01,332.70,328.24,332.55,308.99,962300
2019-05-01,334.25,337.21,331.58,331.85,308.34,1104300
2019-04-30,329.52,333.86,328.46,333.33,309.72,990000
2019-04-29,328.40,331.15,327.21,328.59,305.31,969100
2019-04-26,329.60,330.75,327.08,328.33,305.07,873200
2019-04-25,330.25,334.23,328.46,328.87,305.57,1506500
2019-04-24,333.90,335.78,327.84,330.12,306.73,2089900
2019-04-23,326.52,337.32,324.52,333.10,309.50,3425800
2019-04-22,314.25,316.26,313.27,315.26,292.93,1319000
2019-04-18,311.03,314.57,309.47,314.26,292.00,1107100
2019-04-17,311.22,312.43,309.78,310.50,288.50,1041400
2019-04-16,309.22,310.63,308.10,310.06,288.10,833900
2019-04-15,309.96,310.00,307.54,308.71,286.84,864800
2019-04-12,307.00,309.78,306.03,309.70,287.76,891800
2019-04-11,300.23,305.83,300.00,305.59,283.94,829500
2019-04-10,302.23,302.35,297.33,299.12,277.93,1226200
2019-04-09,304.36,304.58,301.19,302.68,281.24,867100
2019-04-08,301.99,305.86,300.67,305.66,284.01,1121400
2019-04-05,299.91,302.66,299.71,302.58,281.14,705200
2019-04-04,298.16,302.05,297.89,299.67,278.44,789500
2019-04-03,303.61,304.40,296.14,297.27,276.21,1178300
2019-04-02,304.87,306.78,302.87,303.10,281.63,872600
2019-04-01,302.56,306.11,301.84,304.29,282.73,1153900
2019-03-29,297.50,300.59,296.74,300.16,278.90,1212000
2019-03-28,295.03,295.94,293.65,295.60,274.66,567100
2019-03-27,295.62,297.89,292.85,293.95,273.13,835600
2019-03-26,296.09,297.60,292.69,294.92,274.03,882300
2019-03-25,294.41,295.82,292.53,294.12,273.28,779700
2019-03-22,297.65,298.40,293.88,294.01,273.18,942800
2019-03-21,295.37,300.07,295.00,299.01,277.83,1145700
2019-03-20,296.91,298.71,295.06,295.98,275.01,1321800
2019-03-19,299.48,302.14,295.44,296.60,275.59,1504000
2019-03-18,295.87,298.36,293.27,297.64,276.55,1793600
2019-03-15,298.86,299.23,293.77,296.15,275.17,4516500
2019-03-14,303.42,304.46,298.32,298.51,277.36,1178400
2019-03-13,303.06,304.56,301.12,303.45,281.95,1133400
2019-03-12,304.60,305.31,300.79,301.92,280.53,1248800
2019-03-11,299.62,304.58,298.63,304.40,282.84,1294400
2019-03-08,300.57,301.69,298.77,300.95,279.63,1054100
2019-03-07,302.90,303.20,297.42,303.01,281.54,1255500
2019-03-06,306.48,308.35,303.32,303.32,281.83,879200
2019-03-05,306.01,307.22,304.22,305.76,284.10,907600
2019-03-04,311.78,311.78,303.48,304.69,283.11,1070900
2019-03-01,311.56,311.56,306.44,309.47,287.55,1424900
2019-02-28,307.44,311.75,306.12,309.41,287.49,1839100
2019-02-27,305.02,307.94,304.11,307.58,283.75,1121300
2019-02-26,305.60,308.08,305.01,305.88,282.18,871600
2019-02-25,308.89,309.40,305.55,305.97,282.26,1088000
2019-02-22,305.91,307.36,303.90,307.13,283.33,581800
2019-02-21,307.06,307.17,303.28,304.51,280.91,1045000
2019-02-20,305.00,307.20,304.29,307.20,283.40,870600
2019-02-19,305.97,306.59,303.76,305.18,281.53,929500
2019-02-15,304.01,307.33,304.01,307.23,283.42,847700
2019-02-14,303.36,304.00,300.91,301.00,277.68,888200
2019-02-13,305.00,305.95,303.68,304.42,280.83,958500
2019-02-12,301.47,304.32,300.86,304.11,280.55,840600
2019-02-11,301.78,302.75,298.80,300.04,276.79,1077900
2019-02-08,299.22,301.63,297.00,301.50,278.14,1021600
2019-02-07,298.79,300.36,296.14,300.13,276.87,1150100
2019-02-06,299.99,302.68,299.01,299.83,276.60,1114300
2019-02-05,300.00,302.98,297.23,299.46,276.26,1454800
2019-02-04,290.90,299.06,290.11,298.77,275.62,1328900
2019-02-01,290.85,292.58,289.20,290.58,268.06,1358900
2019-01-31,290.17,292.83,287.79,289.69,267.24,1311100
2019-01-30,293.95,293.99,286.77,291.67,269.07,1781800
2019-01-29,281.11,292.86,281.00,292.05,269.42,2037300
2019-01-28,285.00,288.41,282.89,287.87,265.56,1166400
2019-01-25,288.17,289.30,286.13,287.04,264.80,1050400
2019-01-24,284.59,288.24,282.59,285.25,263.15,1017500
2019-01-23,282.11,285.73,280.50,283.51,261.54,1631000
2019-01-22,281.39,284.62,278.00,279.59,257.93,1885100
2019-01-18,281.18,285.37,279.72,282.87,260.95,2073500
2019-01-17,271.17,279.99,270.84,278.80,257.20,1242000
2019-01-16,275.40,275.69,270.63,272.39,251.28,1324900
2019-01-15,278.23,278.33,273.51,276.00,254.61,1193500
2019-01-14,276.67,279.52,274.43,277.51,256.01,1388600
2019-01-11,275.79,277.76,272.43,277.73,256.21,1157800
2019-01-10,269.62,277.68,269.50,277.50,256.00,1842500
2019-01-09,270.13,272.22,269.13,270.54,249.58,1235900
2019-01-08,271.13,271.75,267.81,269.87,248.96,1791400
2019-01-07,266.00,270.00,263.86,268.08,247.31,1465200
2019-01-04,261.92,265.49,260.34,265.04,244.50,1443800
2019-01-03,262.32,264.00,257.38,258.08,238.08,1165600
2019-01-02,258.36,265.30,256.79,264.73,244.22,1064700
2018-12-31,262.15,265.11,259.85,261.84,241.55,1184900
2018-12-28,263.01,264.83,260.14,261.26,241.02,1983800
2018-12-27,249.25,259.79,248.20,259.79,239.66,2201400
2018-12-26,246.31,251.89,241.18,251.62,232.12,1797600
2018-12-24,253.03,254.63,245.01,245.22,226.22,1515400
2018-12-21,260.78,262.64,255.30,256.55,236.67,3738600
2018-12-20,271.99,273.82,261.41,265.29,244.73,2327700
2018-12-19,279.75,283.81,271.52,273.96,252.73,1716900
2018-12-18,281.55,283.84,278.05,279.47,257.81,1707900
2018-12-17,286.20,286.79,277.84,279.23,257.59,1649100
2018-12-14,290.00,291.24,286.62,287.70,265.41,1881600
2018-12-13,293.27,295.27,291.00,292.23,269.59,1125300
2018-12-12,295.99,296.80,292.01,292.50,269.84,1121500
2018-12-11,302.68,303.25,290.33,292.15,269.51,1764500
2018-12-10,289.93,298.93,289.19,298.40,275.28,2417900
2018-12-07,285.40,290.35,285.21,285.40,263.29,1407200
2018-12-06,282.90,286.89,277.20,286.35,264.16,2793700
2018-12-04,295.72,295.72,286.03,286.73,264.51,2208100
2018-12-03,304.94,305.33,295.90,296.79,273.79,1764700
2018-11-30,300.75,303.53,297.88,300.43,277.15,3666200
2018-11-29,301.00,304.98,300.28,302.42,276.96,2788500
2018-11-28,297.85,300.53,293.94,299.94,274.69,1282700
2018-11-27,293.90,295.66,289.60,295.29,270.43,1477400
2018-11-26,297.04,298.85,292.92,295.28,270.42,1375900
2018-11-23,293.06,297.94,291.93,295.38,270.51,434300
2018-11-21,295.00,297.85,294.23,294.29,269.51,1355600
2018-11-20,291.36,295.25,288.56,293.86,269.12,1281100
2018-11-19,301.09,301.09,293.22,294.59,269.79,1558900
2018-11-16,303.84,305.25,299.87,301.24,275.88,1319500
2018-11-15,302.17,308.00,299.74,305.48,279.76,1233100
2018-11-14,308.27,309.68,303.01,303.39,277.85,1192800
2018-11-13,304.81,308.86,302.23,305.74,280.00,1121000
2018-11-12,313.20,314.23,304.60,305.12,279.43,1117800
2018-11-09,307.19,314.16,307.14,313.12,286.76,1294300
2018-11-08,310.00,311.02,306.36,308.56,282.58,879000
2018-11-07,308.06,309.96,304.16,309.82,283.73,983000
2018-11-06,304.05,308.76,304.05,306.56,280.75,1123200
2018-11-05,302.00,304.30,300.59,303.21,277.68,1650500
2018-11-02,301.04,302.75,297.75,299.28,274.08,1597200
2018-11-01,295.73,301.44,295.01,299.42,274.21,1526900
2018-10-31,294.36,299.10,293.53,293.85,269.11,1980100
2018-10-30,285.61,292.50,283.72,291.07,266.56,2870000
2018-10-29,309.50,309.50,283.21,286.67,262.53,3262900
2018-10-26,303.40,308.97,301.66,305.05,279.37,1909600
2018-10-25,313.21,316.55,305.45,306.41,280.61,2352500
2018-10-24,328.11,328.11,310.42,311.13,284.93,2396800
2018-10-23,325.23,334.77,315.59,321.35,294.29,2995700
2018-10-22,331.62,331.62,324.47,326.78,299.27,1407700
2018-10-19,327.20,330.04,326.06,328.14,300.51,1101200
2018-10-18,331.35,333.32,325.04,328.00,300.38,1323000
2018-10-17,335.72,337.19,333.32,333.40,305.33,1181700
2018-10-16,332.47,337.40,331.14,337.13,308.74,860300
2018-10-15,327.93,333.98,327.93,331.24,303.35,1003600
2018-10-12,330.59,331.47,322.60,327.62,300.04,1294000
